utterance,intent,category
tell me about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
I don't know what to do to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
I don't know how I can change my shipping address,change_shipping_address,SHIPPING_ADDRESS
can you tell me more about changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS
what do I need to do to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
assistance to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
help changing the shipping address,change_shipping_address,SHIPPING_ADDRESS
need to modify thedelivery address can uhelp me,change_shipping_address,SHIPPING_ADDRESS
what do I have to do to change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
I try to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have an issue trying to correct the address,change_shipping_address,SHIPPING_ADDRESS
give me information about a delivery address change,change_shipping_address,SHIPPING_ADDRESS
where do I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
give me information about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
I need help changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have issues trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
I don't know how I could change the shipping address,change_shipping_address,SHIPPING_ADDRESS
i want assistance to change the address,change_shipping_address,SHIPPING_ADDRESS
give me information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS
there is a problem trying to correct the delivery address,change_shipping_address,SHIPPING_ADDRESS
need support correcting my goddamn delivery address,change_shipping_address,SHIPPING_ADDRESS
how can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
where can I get information about a shipping address change?,change_shipping_address,SHIPPING_ADDRESS
support trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS
find information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS
error editing shipping address,change_shipping_address,SHIPPING_ADDRESS
could you help me change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
I don't know what to do to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
i chose a wrong delivery address by mistake can i correct it,change_shipping_address,SHIPPING_ADDRESS
i do not know how i can edit my address,change_shipping_address,SHIPPING_ADDRESS
where to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
help me changing the shipping address,change_shipping_address,SHIPPING_ADDRESS
there are troubles updating the address,change_shipping_address,SHIPPING_ADDRESS
I need help trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
can you help me change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
I would like to know about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
tell me about changing the shipping address,change_shipping_address,SHIPPING_ADDRESS
can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
there is a problem updating my shipping address,change_shipping_address,SHIPPING_ADDRESS
I do not knlw what I have to do to correct the address,change_shipping_address,SHIPPING_ADDRESS
I need assistance to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
where could I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
where could I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
I would like to know more about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
issues changing shipping address,change_shipping_address,SHIPPING_ADDRESS
I can't change the shipping address,change_shipping_address,SHIPPING_ADDRESS
I am trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
I am trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
change my shipping address,change_shipping_address,SHIPPING_ADDRESS
how to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
could you help me changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS
I put my old address by mistake,change_shipping_address,SHIPPING_ADDRESS
where do I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
assistance changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have troubles trying to modify the address,change_shipping_address,SHIPPING_ADDRESS
I want assistance changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
where can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
I need to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
i have issues trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have chosen a wrong shipping address by mistake,change_shipping_address,SHIPPING_ADDRESS
how can I get information about a shipping address change?,change_shipping_address,SHIPPING_ADDRESS
could I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
I have an issue trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
I want ot update the address,change_shipping_address,SHIPPING_ADDRESS
I need help trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
I would like information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS
I don't know how I could change my shipping address,change_shipping_address,SHIPPING_ADDRESS
could you help me changing the shipping address?,change_shipping_address,SHIPPING_ADDRESS
what do I have to do to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS
my shipping address has changed,change_shipping_address,SHIPPING_ADDRESS
i want support trying to update my delivery address,change_shipping_address,SHIPPING_ADDRESS
tell me more about updating my address,change_shipping_address,SHIPPING_ADDRESS
I would like to know about a shipping address change,change_shipping_address,SHIPPING_ADDRESS
want assistance trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS
where to change the delivery address?,change_shipping_address,SHIPPING_ADDRESS
I do not know what to do to change the shipping address,change_shipping_address,SHIPPING_ADDRESS
the shipping address has changed can uchange it,change_shipping_address,SHIPPING_ADDRESS
i want supports modifying my address,change_shipping_address,SHIPPING_ADDRESS
I want to know about a shipping address change,change_shipping_address,SHIPPING_ADDRESS
